Mod:Item:MetaData, Localized Name
nuclearcraft:californium:7, Californium-250 Oxide
nuclearcraft:californium:8, Californium-250 Nitride
nuclearcraft:californium:9, Californium-250-Zirconium Alloy
nuclearcraft:californium:10, Californium-251
nuclearcraft:californium:11, Californium-251 Carbide
nuclearcraft:californium:12, Californium-251 Oxide
nuclearcraft:californium:13, Californium-251 Nitride
nuclearcraft:californium:14, Californium-251-Zirconium Alloy
nuclearcraft:californium:15, Californium-252
nuclearcraft:californium:16, Californium-252 Carbide
nuclearcraft:californium:17, Californium-252 Oxide
nuclearcraft:californium:18, Californium-252 Nitride
nuclearcraft:californium:19, Californium-252-Zirconium Alloy
nuclearcraft:pellet_thorium:0, TBU
nuclearcraft:pellet_thorium:1, TBU Carbide
nuclearcraft:pellet_uranium:0, LEU-233
nuclearcraft:pellet_uranium:1, LEU-233 Carbide
nuclearcraft:pellet_uranium:2, HEU-233
nuclearcraft:pellet_uranium:3, HEU-233 Carbide
nuclearcraft:pellet_uranium:4, LEU-235
nuclearcraft:pellet_uranium:5, LEU-235 Carbide
nuclearcraft:pellet_uranium:6, HEU-235
nuclearcraft:pellet_uranium:7, HEU-235 Carbide
nuclearcraft:pellet_neptunium:0, LEN-236
nuclearcraft:pellet_neptunium:1, LEN-236 Carbide
nuclearcraft:pellet_neptunium:2, HEN-236
nuclearcraft:pellet_neptunium:3, HEN-236 Carbide
nuclearcraft:pellet_plutonium:0, LEP-239
nuclearcraft:pellet_plutonium:1, LEP-239 Carbide
nuclearcraft:pellet_plutonium:2, HEP-239
nuclearcraft:pellet_plutonium:3, HEP-239 Carbide
nuclearcraft:pellet_plutonium:4, LEP-241
nuclearcraft:pellet_plutonium:5, LEP-241 Carbide
nuclearcraft:pellet_plutonium:6, HEP-241
nuclearcraft:pellet_plutonium:7, HEP-241 Carbide
nuclearcraft:pellet_mixed:0, MIX-239
nuclearcraft:pellet_mixed:1, MIX-239 Carbide
nuclearcraft:pellet_mixed:2, MIX-241
nuclearcraft:pellet_mixed:3, MIX-241 Carbide
nuclearcraft:pellet_americium:0, LEA-242
nuclearcraft:pellet_americium:1, LEA-242 Carbide
nuclearcraft:pellet_americium:2, HEA-242
nuclearcraft:pellet_americium:3, HEA-242 Carbide
nuclearcraft:pellet_curium:0, LECm-243
nuclearcraft:pellet_curium:1, LECm-243 Carbide
nuclearcraft:pellet_curium:2, HECm-243
nuclearcraft:pellet_curium:3, HECm-243 Carbide
nuclearcraft:pellet_curium:4, LECm-245
nuclearcraft:pellet_curium:5, LECm-245 Carbide
nuclearcraft:pellet_curium:6, HECm-245
nuclearcraft:pellet_curium:7, HECm-245 Carbide
nuclearcraft:pellet_curium:8, LECm-247
nuclearcraft:pellet_curium:9, LECm-247 Carbide
nuclearcraft:pellet_curium:10, HECm-247
nuclearcraft:pellet_curium:11, HECm-247 Carbide
nuclearcraft:pellet_berkelium:0, LEB-248
nuclearcraft:pellet_berkelium:1, LEB-248 Carbide
nuclearcraft:pellet_berkelium:2, HEB-248
nuclearcraft:pellet_berkelium:3, HEB-248 Carbide
nuclearcraft:pellet_californium:0, LECf-249
nuclearcraft:pellet_californium:1, LECf-249 Carbide
nuclearcraft:pellet_californium:2, HECf-249
nuclearcraft:pellet_californium:3, HECf-249 Carbide
nuclearcraft:pellet_californium:4, LECf-251
nuclearcraft:pellet_californium:5, LECf-251 Carbide
nuclearcraft:pellet_californium:6, HECf-251
nuclearcraft:pellet_californium:7, HECf-251 Carbide
nuclearcraft:fuel_thorium:0, TBU TRISO Fuel Pebble
nuclearcraft:fuel_thorium:1, TBU Oxide Fuel Pellet
nuclearcraft:fuel_thorium:2, TBU Nitride Fuel Pellet
nuclearcraft:fuel_thorium:3, TBU-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_uranium:0, LEU-233 TRISO Fuel Pebble
nuclearcraft:fuel_uranium:1, LEU-233 Oxide Fuel Pellet
nuclearcraft:fuel_uranium:2, LEU-233 Nitride Fuel Pellet
nuclearcraft:fuel_uranium:3, LEU-233-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_uranium:4, HEU-233 TRISO Fuel Pebble
nuclearcraft:fuel_uranium:5, HEU-233 Oxide Fuel Pellet
nuclearcraft:fuel_uranium:6, HEU-233 Nitride Fuel Pellet
nuclearcraft:fuel_uranium:7, HEU-233-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_uranium:8, LEU-235 TRISO Fuel Pebble
nuclearcraft:fuel_uranium:9, LEU-235 Oxide Fuel Pellet
nuclearcraft:fuel_uranium:10, LEU-235 Nitride Fuel Pellet
nuclearcraft:fuel_uranium:11, LEU-235-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_uranium:12, HEU-235 TRISO Fuel Pebble
nuclearcraft:fuel_uranium:13, HEU-235 Oxide Fuel Pellet
nuclearcraft:fuel_uranium:14, HEU-235 Nitride Fuel Pellet
nuclearcraft:fuel_uranium:15, HEU-235-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_neptunium:0, LEN-236 TRISO Fuel Pebble
nuclearcraft:fuel_neptunium:1, LEN-236 Oxide Fuel Pellet
nuclearcraft:fuel_neptunium:2, LEN-236 Nitride Fuel Pellet
nuclearcraft:fuel_neptunium:3, LEN-236-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_neptunium:4, HEN-236 TRISO Fuel Pebble
nuclearcraft:fuel_neptunium:5, HEN-236 Oxide Fuel Pellet
nuclearcraft:fuel_neptunium:6, HEN-236 Nitride Fuel Pellet
nuclearcraft:fuel_neptunium:7, HEN-236-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_plutonium:0, LEP-239 TRISO Fuel Pebble
nuclearcraft:fuel_plutonium:1, LEP-239 Oxide Fuel Pellet
nuclearcraft:fuel_plutonium:2, LEP-239 Nitride Fuel Pellet
nuclearcraft:fuel_plutonium:3, LEP-239-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_plutonium:4, HEP-239 TRISO Fuel Pebble
nuclearcraft:fuel_plutonium:5, HEP-239 Oxide Fuel Pellet
nuclearcraft:fuel_plutonium:6, HEP-239 Nitride Fuel Pellet
nuclearcraft:fuel_plutonium:7, HEP-239-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_plutonium:8, LEP-241 TRISO Fuel Pebble
nuclearcraft:fuel_plutonium:9, LEP-241 Oxide Fuel Pellet
nuclearcraft:fuel_plutonium:10, LEP-241 Nitride Fuel Pellet
nuclearcraft:fuel_plutonium:11, LEP-241-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_plutonium:12, HEP-241 TRISO Fuel Pebble
nuclearcraft:fuel_plutonium:13, HEP-241 Oxide Fuel Pellet
nuclearcraft:fuel_plutonium:14, HEP-241 Nitride Fuel Pellet
nuclearcraft:fuel_plutonium:15, HEP-241-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_mixed:0, MTRISO-239 Fuel Pebble
nuclearcraft:fuel_mixed:1, MOX-239 Fuel Pellet
nuclearcraft:fuel_mixed:2, MNI-239 Fuel Pellet
nuclearcraft:fuel_mixed:3, MZA-239 Fuel Pellet
nuclearcraft:fuel_mixed:4, MTRISO-241 Fuel Pebble
nuclearcraft:fuel_mixed:5, MOX-241 Fuel Pellet
nuclearcraft:fuel_mixed:6, MNI-241 Fuel Pellet
nuclearcraft:fuel_mixed:7, MZA-241 Fuel Pellet
nuclearcraft:fuel_americium:0, LEA-242 TRISO Fuel Pebble
nuclearcraft:fuel_americium:1, LEA-242 Oxide Fuel Pellet
nuclearcraft:fuel_americium:2, LEA-242 Nitride Fuel Pellet
nuclearcraft:fuel_americium:3, LEA-242-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_americium:4, HEA-242 TRISO Fuel Pebble
nuclearcraft:fuel_americium:5, HEA-242 Oxide Fuel Pellet
nuclearcraft:fuel_americium:6, HEA-242 Nitride Fuel Pellet
nuclearcraft:fuel_americium:7, HEA-242-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_curium:0, LECm-243 TRISO Fuel Pebble
nuclearcraft:fuel_curium:1, LECm-243 Oxide Fuel Pellet
nuclearcraft:fuel_curium:2, LECm-243 Nitride Fuel Pellet
nuclearcraft:fuel_curium:3, LECm-243-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_curium:4, HECm-243 TRISO Fuel Pebble
nuclearcraft:fuel_curium:5, HECm-243 Oxide Fuel Pellet
nuclearcraft:fuel_curium:6, HECm-243 Nitride Fuel Pellet
nuclearcraft:fuel_curium:7, HECm-243-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_curium:8, LECm-245 TRISO Fuel Pebble
nuclearcraft:fuel_curium:9, LECm-245 Oxide Fuel Pellet
nuclearcraft:fuel_curium:10, LECm-245 Nitride Fuel Pellet
nuclearcraft:fuel_curium:11, LECm-245-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_curium:12, HECm-245 TRISO Fuel Pebble
nuclearcraft:fuel_curium:13, HECm-245 Oxide Fuel Pellet
nuclearcraft:fuel_curium:14, HECm-245 Nitride Fuel Pellet
nuclearcraft:fuel_curium:15, HECm-245-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_curium:16, LECm-247 TRISO Fuel Pebble
nuclearcraft:fuel_curium:17, LECm-247 Oxide Fuel Pellet
nuclearcraft:fuel_curium:18, LECm-247 Nitride Fuel Pellet
nuclearcraft:fuel_curium:19, LECm-247-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_curium:20, HECm-247 TRISO Fuel Pebble
nuclearcraft:fuel_curium:21, HECm-247 Oxide Fuel Pellet
nuclearcraft:fuel_curium:22, HECm-247 Nitride Fuel Pellet
nuclearcraft:fuel_curium:23, HECm-247-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_berkelium:0, LEB-248 TRISO Fuel Pebble
nuclearcraft:fuel_berkelium:1, LEB-248 Oxide Fuel Pellet
nuclearcraft:fuel_berkelium:2, LEB-248 Nitride Fuel Pellet
nuclearcraft:fuel_berkelium:3, LEB-248-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_berkelium:4, HEB-248 TRISO Fuel Pebble
nuclearcraft:fuel_berkelium:5, HEB-248 Oxide Fuel Pellet
nuclearcraft:fuel_berkelium:6, HEB-248 Nitride Fuel Pellet
nuclearcraft:fuel_berkelium:7, HEB-248-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_californium:0, LECf-249 TRISO Fuel Pebble
nuclearcraft:fuel_californium:1, LECf-249 Oxide Fuel Pellet
nuclearcraft:fuel_californium:2, LECf-249 Nitride Fuel Pellet
nuclearcraft:fuel_californium:3, LECf-249-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_californium:4, HECf-249 TRISO Fuel Pebble
nuclearcraft:fuel_californium:5, HECf-249 Oxide Fuel Pellet
nuclearcraft:fuel_californium:6, HECf-249 Nitride Fuel Pellet
nuclearcraft:fuel_californium:7, HECf-249-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_californium:8, LECf-251 TRISO Fuel Pebble
nuclearcraft:fuel_californium:9, LECf-251 Oxide Fuel Pellet
nuclearcraft:fuel_californium:10, LECf-251 Nitride Fuel Pellet
nuclearcraft:fuel_californium:11, LECf-251-Zirconium Alloy Fuel Pellet
nuclearcraft:fuel_californium:12, HECf-251 TRISO Fuel Pebble
nuclearcraft:fuel_californium:13, HECf-251 Oxide Fuel Pellet
nuclearcraft:fuel_californium:14, HECf-251 Nitride Fuel Pellet
nuclearcraft:fuel_californium:15, HECf-251-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_thorium:0, Depleted TBU TRISO Fuel Pebble
nuclearcraft:depleted_fuel_thorium:1, Depleted TBU Oxide Fuel Pellet
nuclearcraft:depleted_fuel_thorium:2, Depleted TBU Nitride Fuel Pellet
nuclearcraft:depleted_fuel_thorium:3, Depleted TBU-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_uranium:0, Depleted LEU-233 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_uranium:1, Depleted LEU-233 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_uranium:2, Depleted LEU-233 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_uranium:3, Depleted LEU-233-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_uranium:4, Depleted HEU-233 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_uranium:5, Depleted HEU-233 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_uranium:6, Depleted HEU-233 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_uranium:7, Depleted HEU-233-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_uranium:8, Depleted LEU-235 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_uranium:9, Depleted LEU-235 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_uranium:10, Depleted LEU-235 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_uranium:11, Depleted LEU-235-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_uranium:12, Depleted HEU-235 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_uranium:13, Depleted HEU-235 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_uranium:14, Depleted HEU-235 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_uranium:15, Depleted HEU-235-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_neptunium:0, Depleted LEN-236 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_neptunium:1, Depleted LEN-236 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_neptunium:2, Depleted LEN-236 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_neptunium:3, Depleted LEN-236-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_neptunium:4, Depleted HEN-236 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_neptunium:5, Depleted HEN-236 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_neptunium:6, Depleted HEN-236 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_neptunium:7, Depleted HEN-236-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:0, Depleted LEP-239 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_plutonium:1, Depleted LEP-239 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:2, Depleted LEP-239 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:3, Depleted LEP-239-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:4, Depleted HEP-239 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_plutonium:5, Depleted HEP-239 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:6, Depleted HEP-239 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:7, Depleted HEP-239-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:8, Depleted LEP-241 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_plutonium:9, Depleted LEP-241 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:10, Depleted LEP-241 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:11, Depleted LEP-241-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:12, Depleted HEP-241 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_plutonium:13, Depleted HEP-241 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:14, Depleted HEP-241 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_plutonium:15, Depleted HEP-241-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_mixed:0, Depleted MTRISO-239 Fuel Pebble
nuclearcraft:depleted_fuel_mixed:1, Depleted MOX-239 Fuel Pellet
nuclearcraft:depleted_fuel_mixed:2, Depleted MNI-239 Fuel Pellet
nuclearcraft:depleted_fuel_mixed:3, Depleted MZA-239 Fuel Pellet
nuclearcraft:depleted_fuel_mixed:4, Depleted MTRISO-241 Fuel Pebble
nuclearcraft:depleted_fuel_mixed:5, Depleted MOX-241 Fuel Pellet
nuclearcraft:depleted_fuel_mixed:6, Depleted MNI-241 Fuel Pellet
nuclearcraft:depleted_fuel_mixed:7, Depleted MZA-241 Fuel Pellet
nuclearcraft:depleted_fuel_americium:0, Depleted LEA-242 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_americium:1, Depleted LEA-242 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_americium:2, Depleted LEA-242 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_americium:3, Depleted LEA-242-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_americium:4, Depleted HEA-242 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_americium:5, Depleted HEA-242 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_americium:6, Depleted HEA-242 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_americium:7, Depleted HEA-242-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_curium:0, Depleted LECm-243 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_curium:1, Depleted LECm-243 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_curium:2, Depleted LECm-243 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_curium:3, Depleted LECm-243-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_curium:4, Depleted HECm-243 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_curium:5, Depleted HECm-243 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_curium:6, Depleted HECm-243 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_curium:7, Depleted HECm-243-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_curium:8, Depleted LECm-245 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_curium:9, Depleted LECm-245 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_curium:10, Depleted LECm-245 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_curium:11, Depleted LECm-245-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_curium:12, Depleted HECm-245 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_curium:13, Depleted HECm-245 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_curium:14, Depleted HECm-245 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_curium:15, Depleted HECm-245-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_curium:16, Depleted LECm-247 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_curium:17, Depleted LECm-247 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_curium:18, Depleted LECm-247 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_curium:19, Depleted LECm-247-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_curium:20, Depleted HECm-247 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_curium:21, Depleted HECm-247 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_curium:22, Depleted HECm-247 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_curium:23, Depleted HECm-247-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_berkelium:0, Depleted LEB-248 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_berkelium:1, Depleted LEB-248 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_berkelium:2, Depleted LEB-248 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_berkelium:3, Depleted LEB-248-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_berkelium:4, Depleted HEB-248 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_berkelium:5, Depleted HEB-248 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_berkelium:6, Depleted HEB-248 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_berkelium:7, Depleted HEB-248-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_californium:0, Depleted LECf-249 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_californium:1, Depleted LECf-249 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_californium:2, Depleted LECf-249 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_californium:3, Depleted LECf-249-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_californium:4, Depleted HECf-249 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_californium:5, Depleted HECf-249 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_californium:6, Depleted HECf-249 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_californium:7, Depleted HECf-249-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_californium:8, Depleted LECf-251 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_californium:9, Depleted LECf-251 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_californium:10, Depleted LECf-251 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_californium:11, Depleted LECf-251-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_californium:12, Depleted HECf-251 TRISO Fuel Pebble
nuclearcraft:depleted_fuel_californium:13, Depleted HECf-251 Oxide Fuel Pellet
nuclearcraft:depleted_fuel_californium:14, Depleted HECf-251 Nitride Fuel Pellet
nuclearcraft:depleted_fuel_californium:15, Depleted HECf-251-Zirconium Alloy Fuel Pellet
nuclearcraft:depleted_fuel_ic2:0, Depleted Uranium Nuclear Fuel
nuclearcraft:depleted_fuel_ic2:1, Depleted MOX Nuclear Fuel
nuclearcraft:boron:0, Boron-10
nuclearcraft:boron:1, Boron-11
nuclearcraft:lithium:0, Lithium-6
nuclearcraft:lithium:1, Lithium-7
nuclearcraft:lithium_ion_cell, Lithium Ion Cell
nuclearcraft:multitool, Multitool
nuclearcraft:geiger_counter, Geiger Counter
nuclearcraft:rad_shielding:0, Light Radiation Shielding
nuclearcraft:rad_shielding:1, Medium Radiation Shielding
nuclearcraft:rad_shielding:2, Heavy Radiation Shielding
nuclearcraft:radiation_badge, Radiation Badge
nuclearcraft:radaway, RadAway
nuclearcraft:radaway_slow, Slow-Acting RadAway
nuclearcraft:rad_x, Rad-X
nuclearcraft:portable_ender_chest, Portable Ender Chest
nuclearcraft:dominos, Domino's Special
nuclearcraft:flour, Flour
nuclearcraft:graham_cracker, Graham Cracker
nuclearcraft:roasted_cocoa_beans, Roasted Cocoa Beans
nuclearcraft:ground_cocoa_nibs, Ground Cocoa Nibs
nuclearcraft:cocoa_butter, Solidified Cocoa Butter
nuclearcraft:cocoa_solids, Cocoa Solids
nuclearcraft:unsweetened_chocolate, Unsweetened Chocolate
nuclearcraft:dark_chocolate, Dark Chocolate
nuclearcraft:milk_chocolate, Milk Chocolate
nuclearcraft:gelatin, Gelatin
nuclearcraft:marshmallow, Marshmallow
nuclearcraft:smore, S'more S'mingot
nuclearcraft:moresmore, MoreS'more DoubleS'mingot
nuclearcraft:foursmore, FourS'more QuadS'mingot
nuclearcraft:pikelet, Pikelet
nuclearcraft:congress_tart, Congress Tart
nuclearcraft:ricecake, Ricecake
nuclearcraft:fish_and_ricecake, Fish and a Ricecake
